DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF1,WDF2,WDF5,WDFG,WDFM,WSF1,WSF2,WSF5,WSFG,WSFM
1938-05,,,40,20,11,0,0,0,0,0,10,0,35,0,0,1.21,85,,297,6.98,0,56.7,65.4,48.1,,,,,,,,,,
1938-06,,,117,10,6,0,0,0,0,0,26,3,45,0,0,0.99,94,,30,2.96,0,67.9,78.2,57.6,,,,,,,,,,
1938-07,,,261,11,7,0,0,0,0,0,31,3,56,0,0,0.85,95,0,0,3.37,0,73.4,83.2,63.6,,,,,,,,,,
1938-08,,,276,10,6,0,0,0,0,0,31,8,51,0,0,0.9,95,2,2,3.46,0,73.8,84.9,62.7,,,,,,,,,,
1938-09,,,34,8,6,0,0,0,0,0,18,0,40,0,0,1.2,89,121,118,3.24,0,62.2,72.3,52.1,,,,,,,,,,
1938-10,,,28,5,2,1,1,0,4,0,15,0,26,1,1.4,0.66,86,445,324,0.85,1.9,55.4,66.9,44,,,,,,,,,,
1938-11,,,0,6,4,0,0,1,21,9,2,0,-1,0,0.4,0.38,71,1450,1005,1.3,0.5,31.5,39.2,23.8,,,,,,,,,,
1938-12,,,0,9,4,25,4,4,31,17,0,0,-16,5,2.1,0.19,45,2835,1385,0.77,9.1,20.3,27.7,13,,,,,,,,,,
1939-01,,0,0,11,3,31,2,3,31,22,0,0,-10,6,3.1,0.47,45,4240,1405,1.06,7.4,19.7,27.5,11.8,,,,,,,,,,
1939-02,,0,0,8,4,28,2,19,28,21,0,0,-25,12,8,0.45,43,5802,1563,0.88,11.1,9.2,20.4,-2.1,,,,,,,,,,
1939-03,,0,0,8,3,20,2,3,28,13,3,0,-1,7,3,0.2,78,6907,1105,0.61,6,29.4,39.3,19.4,,,,,,,,,,
1939-04,,0,0,11,4,2,1,0,16,2,6,0,15,2,2.7,0.69,83,7586,679,2.19,3.9,42.4,52.1,32.6,,,,,,,,,,
1939-05,,83,83,8,8,0,0,0,0,0,23,2,35,0,0,1.51,95,7712,126,3.55,0,63.8,76,51.7,,,,,,,,,,
1939-06,,231,148,14,10,0,0,0,0,0,25,2,45,0,0,1.27,92,7751,39,4.95,0,68.6,78.6,58.6,,,,,,,,,,
1939-07,,534,302,7,5,0,0,0,0,0,29,10,56,0,0,0.87,95,4,4,2.75,0,74.6,85.1,64.1,,,,,,,,,,
1939-08,,740,207,12,6,0,0,0,0,0,27,6,52,0,0,1.14,94,18,13,3.65,0,71.2,82.1,60.3,,,,,,,,,,
1939-09,,866,126,7,4,0,0,0,2,0,20,3,26,0,0,1.8,98,168,150,2.31,0,64.2,75.4,53,,,,,,,,,,
1939-10,,866,0,13,3,0,0,0,8,0,5,0,23,0,0.6,0.64,77,711,543,1.57,0.6,47.5,56.7,38.2,,,,,,,,,,
1939-11,,866,0,2,0,0,0,0,25,0,0,0,18,0,0,0.01,64,1532,820,0.02,0,37.7,48.3,27,,,,,,,,,,
1939-12,,866,0,5,3,13,1,2,30,15,0,0,-4,4,4.6,0.47,63,2689,1157,0.97,4.8,27.7,36.6,18.7,,,,,,,,,,
1940-01,,0,0,10,1,31,1,19,31,30,0,0,-22,6,2.7,0.15,35,4502,1814,0.37,5.1,6.5,14.2,-1.2,,,,,,,,,,
1940-02,,0,0,9,2,29,2,5,29,22,0,0,-17,6,3.3,0.31,36,5825,1323,0.91,9.1,19.4,27,11.8,,,,,,,,,,
1940-03,,0,0,9,7,24,5,4,30,14,0,0,-5,17,9.4,0.59,51,7091,1266,2.17,25.6,24.2,31.7,16.6,,,,,,,,,,
1940-04,,0,0,9,5,0,0,0,10,1,2,0,12,0,0,0.29,77,7731,640,1.22,0,43.7,53,34.3,,,,,,,,,,
1940-05,,16,16,14,5,0,0,0,1,0,11,0,30,0,0,0.63,87,8027,296,1.65,0,56,66.8,45.1,,,,,,,,,,
1940-06,,137,121,14,11,0,0,0,0,0,28,2,49,0,0,1.46,93,8057,30,7.11,0,68,77.8,58.3,,,,,,,,,,
1940-07,,474,337,11,6,0,0,0,0,0,31,11,52,0,0,0.99,103,2,2,2.46,0,75.8,87,64.6,,,,,,,,,,
1940-08,,653,178,17,12,0,0,0,0,0,22,5,49,0,0,0.6,91,65,63,4.54,0,68.7,76.9,60.6,,,,,,,,,,
1940-09,,777,124,5,2,0,0,0,0,0,24,1,36,0,0,0.22,91,180,114,0.41,0,65.3,76.4,54.2,,,,,,,,,,
1940-10,,778,1,10,6,0,0,0,0,0,8,0,33,0,0,0.31,77,523,344,1.57,0,54,63.9,44,,,,,,,,,,
1940-11,,778,0,12,8,15,5,3,23,11,0,0,-6,15,8.5,2.52,62,1640,1117,5.15,26.3,27.8,34.6,20.9,,,,,,,,,,
1940-12,,778,0,9,3,31,2,8,29,15,0,0,-19,13,4.9,0.38,44,2974,1334,1.02,10.6,22,29.1,14.8,,,,,,,,,,
1941-01,,0,0,8,2,31,1,7,31,25,0,0,-8,4,1,0.44,41,4450,1476,0.74,3.3,17.4,25.3,9.5,,,,,,,,,,
1941-02,,0,0,7,3,25,2,11,28,22,0,0,-20,5,3.1,0.33,41,5857,1407,0.89,5.5,14.7,24.1,5.4,,,,,,,,,,
1941-03,,0,0,10,4,26,3,3,29,6,0,0,-8,4,2.4,0.14,61,7001,1144,0.77,6.8,28.1,36,20.2,,,,,,,,,,
1941-04,,11,11,10,6,0,0,0,2,0,9,0,30,0,0,0.49,80,7377,376,1.87,0,52.8,62.8,42.9,,,,,,,,,,
1941-05,,88,77,13,7,0,0,0,0,0,21,0,39,0,0,1.13,89,7508,131,2.92,0,63.2,74.2,52.4,,,,,,,,,,
1941-06,,276,188,12,8,0,0,0,0,0,23,4,45,0,0,0.83,93,7573,65,3.3,0,69.1,78.3,59.9,,,,,,,,,,
1941-07,,583,307,9,4,0,0,0,0,0,30,9,48,0,0,0.69,104,6,6,1.98,0,74.7,85.3,64.1,,,,,,,,,,
1941-08,,831,248,11,6,0,0,0,0,0,31,9,47,0,0,2.65,99,20,13,3.67,0,72.6,83.3,61.8,,,,,,,,,,
1941-09,,915,84,14,7,0,0,0,0,0,20,0,36,0,0,1.12,88,159,139,3.47,0,63.2,73.2,53.2,,,,,,,,,,
1941-10,,915,0,16,8,0,0,0,3,0,2,0,22,0,0,1.69,73,597,438,5.52,0,50.9,59.7,42,,,,,,,,,,
1941-11,,915,0,5,2,1,1,0,23,4,0,0,7,2,3.6,0.59,68,1452,855,1.06,3.8,36.5,44.7,28.3,,,,,,,,,,
1941-12,,915,0,10,3,13,3,2,28,14,0,0,-3,6,4.6,0.28,56,2653,1201,0.86,8.7,26.2,33.7,18.8,,,,,,,,,,
1942-01,,0,0,2,1,13,1,9,31,12,0,0,-20,3,1.4,0.12,53,4032,1379,0.15,1.7,20.5,29.3,11.7,,,,,,,,,,
1942-02,,0,0,8,2,17,2,5,28,20,0,0,-15,3,1.8,0.17,42,5270,1237,0.45,5.2,20.8,27.5,14.1,,,,,,,,,,
1942-03,,0,0,13,5,1,2,0,26,1,0,0,19,1,2.1,0.72,62,6174,904,1.75,4.6,35.8,42.9,28.8,,,,,,,,,,
1942-04,,14,14,6,6,0,0,0,9,0,11,0,25,0,0,0.96,81,6572,398,3.41,0,52.2,63.9,40.4,,,,,,,,,,
1942-05,,24,11,15,8,0,0,0,0,0,9,0,36,0,0,2.49,85,6861,288,6.78,0,56,65.1,47,,,,,,,,,,
1942-06,,132,108,10,4,0,0,0,0,0,26,1,46,0,0,1.19,90,6917,56,2.69,0,66.7,75.9,57.6,,,,,,,,,,
1942-07,,344,212,10,6,0,0,0,0,0,30,4,49,0,0,1.48,96,13,13,3.8,0,71.4,81.3,61.6,,,,,,,,,,
1942-08,,536,192,10,3,0,0,0,0,0,30,3,44,0,0,1.13,92,33,20,2.12,0,70.5,80,61.1,,,,,,,,,,
1942-09,,582,46,9,7,0,1,0,5,0,15,1,26,0,1.7,3.29,90,313,279,7.53,1.7,57.2,66.2,48.3,,,,,,,,,,
1942-10,,582,0,6,3,0,0,0,8,0,11,0,18,0,0.2,0.36,78,768,456,0.78,0.3,50.3,60.5,40.1,,,,,,,,,,
1942-11,,582,0,2,1,6,0,0,25,5,0,0,3,1,0.7,0.18,64,1710,942,0.27,0.9,33.6,42.5,24.7,,,,,,,,,,
1942-12,,582,0,8,5,31,4,8,31,28,0,0,-8,6,2.2,0.22,37,3247,1537,0.85,7,15.4,22.7,8.2,,,,,,,,,,
1943-01,,0,0,13,5,31,6,19,31,29,0,0,-31,14,2,0.17,37,5019,1772,0.91,10.2,7.8,16.7,-1,,,,,,,,,,
1943-02,,0,0,6,1,28,2,8,28,17,0,0,-18,16,2.7,0.42,45,6353,1334,0.57,4.6,17.3,27.9,6.7,,,,,,,,,,
1943-03,,0,0,7,2,21,1,7,26,16,1,0,-11,10,8.8,0.36,76,7638,1284,0.81,9.8,23.6,32.3,14.9,,,,,,,,,,
1943-04,,0,0,5,3,0,0,0,11,1,4,0,20,0,0,0.43,77,8256,619,0.98,0,44.4,54.8,33.9,,,,,,,,,,
1943-05,,34,34,15,8,0,0,0,1,0,10,0,31,0,0,1.57,88,8580,324,4.28,0,55.7,65.9,45.4,,,,,,,,,,
1943-06,,261,227,13,6,0,0,0,0,0,23,8,44,0,0,1.68,96,8647,67,4.24,0,70.4,79.6,61.1,,,,,,,,,,
1943-07,,560,298,13,10,0,0,0,0,0,31,7,57,0,0,0.6,93,0,0,3.78,0,74.6,84.5,64.7,,,,,,,,,,
1943-08,,792,232,15,4,0,0,0,0,0,26,6,47,0,0,0.63,94,19,19,1.75,0,71.9,81.4,62.4,,,,,,,,,,
1943-09,,824,32,12,4,0,0,0,0,0,12,0,34,0,0,1.32,86,255,236,2.47,0,58.2,68.2,48.2,,,,,,,,,,
1943-10,,824,0,5,4,0,0,0,7,0,8,0,26,0,0,0.54,79,736,482,1.3,0,49.5,59.9,39,,,,,,,,,,
1943-11,,824,0,5,3,10,2,0,24,10,0,0,3,6,8.5,1,48,1801,1065,1.64,10.3,29.5,35.6,23.4,,,,,,,,,,
1943-12,,824,0,0,0,0,0,5,30,12,0,0,-10,0,0,0,44,3090,1289,0,0,23.4,31.9,14.9,,,,,,,,,,
1944-01,,0,0,3,1,1,1,3,27,10,0,0,-6,1,1,0.22,58,4283,1193,0.24,1,26.5,34.6,18.4,,,,,,,,,,
1944-02,,0,0,7,3,15,2,6,29,15,0,0,-14,2,2,0.63,45,5571,1288,1.1,4.2,20.6,29.8,11.3,,,,,,,,,,
1944-03,,0,0,13,6,15,6,1,31,13,0,0,-2,3,2.2,0.19,48,6785,1214,1.19,11.1,25.8,32.4,19.3,,,,,,,,,,
1944-04,,0,0,10,6,2,0,0,11,2,1,0,16,2,0.3,0.67,70,7447,662,2.24,0.3,42.9,51.9,34,,,,,,,,,,
1944-05,,114,114,12,9,0,0,0,3,0,20,0,30,0,0,1.64,89,7641,194,6.15,0,62.4,72.2,52.7,,,,,,,,,,
1944-06,,296,182,15,9,0,0,0,0,0,27,3,44,0,0,2.16,96,7681,40,6.7,0,69.7,79.6,59.8,,,,,,,,,,
1944-07,,495,199,10,7,0,0,0,0,0,31,0,53,0,0,2,89,2,2,4.39,0,71.4,80.8,62,,,,,,,,,,
1944-08,,724,229,10,6,0,0,0,0,0,27,7,51,0,0,1.98,94,26,24,3.65,0,71.6,81.4,61.8,,,,,,,,,,
1944-09,,758,33,7,2,0,0,0,0,0,15,0,41,0,0,0.68,88,159,134,0.98,0,61.7,71,52.3,,,,,,,,,,
1944-10,,758,0,4,1,0,0,0,3,0,7,0,27,0,0,0.18,76,589,429,0.26,0,51.2,62.3,40,,,,,,,,,,
1944-11,,758,0,14,5,3,0,0,15,4,1,0,9,1,0.9,0.74,75,1407,818,2.1,2.5,37.7,42.7,32.8,,,,,,,,,,
1944-12,,758,0,4,0,3,0,7,31,22,0,0,-10,1,0.5,0.03,37,2822,1415,0.09,1.1,19.3,27,11.7,,,,,,,,,,
1945-01,,0,0,8,3,31,3,12,31,28,0,0,-15,5,2.5,0.23,36,4444,1622,0.63,8.2,12.7,20.4,5,,,,,,,,,,
1945-02,,0,0,10,6,28,6,9,28,18,0,0,-11,8,3.5,0.51,46,5768,1324,1.85,15.4,17.7,27.6,7.8,,,,,,,,,,
1945-03,,0,0,11,7,11,0,2,14,4,3,0,-2,3,0.6,0.85,71,6550,781,1.95,0.7,39.8,50,29.6,,,,,,,,,,
1945-04,,0,0,12,7,0,2,0,12,1,2,0,25,0,5,0.66,75,7182,632,2.95,6,43.9,53.1,34.7,,,,,,,,,,
1945-05,,0,0,8,7,0,0,0,3,0,9,0,28,0,0,0.67,81,7583,401,3.09,0,52.1,62.1,42.1,,,,,,,,,,
1945-06,,50,49,17,12,0,0,0,0,0,18,0,34,0,0,1.02,89,7741,158,5.57,0,61.4,70.4,52.4,,,,,,,,,,
1945-07,,240,190,12,9,0,0,0,0,0,28,3,49,0,0,1.39,96,22,22,4.12,0,70.4,80.7,60.2,,,,,,,,,,
1945-08,,430,189,7,3,0,0,0,0,0,31,4,50,0,0,1.71,94,25,3,2.27,0,71,81.2,60.8,,,,,,,,,,
1945-09,,508,78,12,5,0,0,0,2,0,12,4,27,0,0,0.98,94,250,224,2.13,0,60.1,70.4,49.9,,,,,,,,,,
1945-10,,508,0,4,1,0,0,0,5,0,6,0,24,0,0,0.26,82,757,508,0.3,0,48.6,59.1,38.1,,,,,,,,,,
1945-11,,508,0,10,3,9,3,0,22,11,0,0,12,2,1.6,0.33,62,1754,996,0.93,4.5,31.8,38.8,24.8,,,,,,,,,,
1945-12,,508,0,10,4,24,3,13,31,25,0,0,-15,14,9.6,0.78,48,3354,1600,1.41,14.7,13.4,20.1,6.7,,,,,,,,,,
1946-01,,0,0,7,4,31,3,10,30,24,0,0,-20,11,1.5,0.59,39,4902,1548,0.94,4.3,15,24,6.1,,,,,,,,,,
1946-02,,0,0,11,4,26,4,7,28,19,0,0,-16,6,5.4,0.44,46,6254,1351,1.16,11.9,16.7,26.7,6.7,,,,,,,,,,
1946-03,,0,0,11,4,6,1,0,12,1,2,0,14,1,1.5,0.35,78,6954,700,1.2,1.5,42.4,51.3,33.5,,,,,,,,,,
1946-04,,3,3,6,3,0,0,0,5,0,10,0,26,0,0.1,0.3,83,7375,421,0.66,0.1,51.1,62.1,40.1,,,,,,,,,,
1946-05,,24,20,9,6,0,1,0,3,0,9,0,27,0,2.8,1.24,86,7696,322,3.04,3,55.3,66,44.6,,,,,,,,,,
1946-06,,171,147,13,10,0,0,0,0,0,25,3,35,0,0,2.11,93,7782,86,7.8,0,67,77.3,56.8,,,,,,,,,,
1946-07,,438,266,9,5,0,0,0,0,0,31,6,55,0,0,1.53,93,0,0,2.76,0,73.6,83.8,63.4,,,,,,,,,,
1946-08,,586,148,5,1,0,0,0,0,0,29,3,45,0,0,0.37,95,29,29,0.44,0,68.8,80,57.6,,,,,,,,,,
1946-09,,626,40,10,7,0,0,0,0,0,16,0,34,0,0,2.57,85,222,193,6.58,0,59.9,69.7,50.1,,,,,,,,,,
1946-10,,629,4,14,6,0,0,0,3,0,8,0,29,0,0,0.77,78,652,430,2.53,0,51.3,61.4,41.1,,,,,,,,,,
1946-11,,629,0,10,5,5,2,0,25,5,0,0,2,2,2.1,0.38,60,1610,958,1.22,4.1,33.1,41.5,24.6,,,,,,,,,,
1946-12,,629,0,8,2,17,2,6,28,18,0,0,-22,4,1.7,0.3,52,2988,1378,0.68,5.9,20.6,28.3,12.8,,,,,,,,,,
1947-01,,0,0,6,2,20,3,6,31,15,0,0,-11,5,3.6,0.37,49,4336,1348,0.7,7.6,21.5,30.6,12.5,,,,,,,,,,
1947-02,,0,0,7,0,20,0,10,27,22,0,0,-10,6,0.6,0.06,46,5741,1405,0.2,1.9,14.8,23.2,6.5,,,,,,,,,,
1947-03,,0,0,8,1,2,1,0,29,8,0,0,12,2,1.7,0.17,58,6860,1118,0.48,3.3,28.9,36,21.8,,,,,,,,,,
1947-04,,0,0,15,11,0,0,0,12,0,3,0,26,0,0.9,0.32,81,7546,687,2.44,2,42.1,50,34.2,,,,,,,,,,
1947-05,,2,2,10,6,0,0,0,0,0,9,0,33,0,0.2,1.07,81,7903,357,2.56,0.2,53.5,63.6,43.4,,,,,,,,,,
1947-06,,86,84,12,8,0,0,0,0,0,23,1,42,0,0,1.19,91,7998,95,5.3,0,64.7,74.4,54.9,,,,,,,,,,
1947-07,,337,251,8,4,0,0,0,0,0,30,4,49,0,0,0.26,98,11,11,0.96,0,72.8,83.7,61.9,,,,,,,,,,
1947-08,,749,412,10,5,0,0,0,0,0,31,15,52,0,0,0.83,102,13,2,2.42,0,78.2,88.9,67.5,,,,,,,,,,
1947-09,,892,142,13,5,0,0,0,2,0,17,7,32,0,0,0.54,95,212,199,1.49,0,63.1,73.5,52.7,,,,,,,,,,
1947-10,,928,36,6,3,0,0,0,0,0,17,0,39,0,0,0.45,88,427,215,1.1,0,59.2,69.2,49.3,,,,,,,,,,
1947-11,,928,0,18,10,24,7,3,24,16,0,0,-9,7,4.7,0.78,61,1583,1156,2.84,21.8,26.5,33.2,19.8,,,,,,,,,,
1947-12,,928,0,11,1,31,1,4,31,27,0,0,-8,8,4.2,0.42,37,3036,1454,0.61,6.8,18.1,26,10.2,,,,,,,,,,
1948-01,,0,0,6,0,31,2,16,31,25,0,0,-21,6,1.8,0.08,38,4740,1703,0.15,3.5,10,20.4,-0.3,,,,,,,,,,
1948-02,,0,0,8,2,20,3,13,29,20,0,0,-20,9,5.9,0.69,48,6171,1431,1.37,11.7,15.6,25.2,6.1,,,,,,,,,,
1948-03,,0,0,8,5,17,1,5,27,11,1,0,-27,10,5.1,0.53,70,7339,1167,1.44,5.2,27.3,37,17.7,,,,,,,,,,
1948-04,,4,4,9,5,0,0,0,7,0,6,0,22,0,0.3,0.87,78,7792,454,1.78,0.3,50,60.6,39.4,,,,,,,,,,
1948-05,,29,25,7,2,0,0,0,0,0,16,1,34,0,0,0.36,91,8020,227,0.74,0,58.5,69.2,47.8,,,,,,,,,,
1948-06,,121,93,14,7,0,0,0,0,0,27,1,50,0,0,0.64,90,8043,23,2.59,0,67.3,77,57.6,,,,,,,,,,
1948-07,,441,319,6,3,0,0,0,0,0,30,13,51,0,0,0.49,101,5,5,1.34,0,75.1,86.5,63.8,,,,,,,,,,
1948-08,,684,243,10,5,0,0,0,0,0,29,7,49,0,0,2.15,98,11,6,3.38,0,72.7,83.4,62,,,,,,,,,,
1948-09,,829,145,4,2,0,0,0,0,0,28,5,43,0,0,0.79,94,71,60,1.04,0,67.8,79.9,55.8,,,,,,,,,,
1948-10,,829,0,5,4,0,0,0,7,0,4,0,22,0,0,0.15,75,500,429,0.59,0,51.2,62.1,40.2,,,,,,,,,,
1948-11,,829,0,11,3,5,1,0,22,5,1,0,16,1,1.2,0.93,70,1397,897,1.89,2.5,35.1,41.2,29,,,,,,,,,,
1948-12,,829,0,8,1,27,1,6,30,21,0,0,-11,2,1.2,0.49,56,2794,1397,0.67,2.3,19.9,28.4,11.5,,,,,,,,,,
1949-01,,0,0,11,4,22,3,10,31,23,0,0,-18,10,5.7,0.49,45,4373,1579,1.65,12.5,14.1,22.1,6,,,,,,,,,,
1949-02,,0,0,8,0,28,1,13,28,21,0,0,-18,11,1.5,0.04,47,5820,1447,0.15,3.4,13.3,24.3,2.4,,,,,,,,,,
1949-03,,0,0,10,7,3,1,0,25,10,0,0,1,5,7,1.06,56,6920,1100,3.37,8.3,29.5,37.1,21.9,,,,,,,,,,
1949-04,,0,0,6,3,5,1,0,11,0,6,0,22,5,8.8,1.18,80,7458,537,1.89,9.3,47.1,58.3,35.9,,,,,,,,,,
1949-05,,64,64,10,5,0,0,0,0,0,18,2,38,0,0,0.16,93,7616,158,0.91,0,62,72.7,51.2,,,,,,,,,,
1949-06,,295,232,9,5,0,0,0,0,0,28,6,46,0,0,0.88,99,7631,15,2.74,0,72.2,83.1,61.3,,,,,,,,,,
1949-07,,650,355,12,7,0,0,0,0,0,31,13,56,0,0,4.07,100,0,0,6.01,0,76.4,87.1,65.7,,,,,,,,,,
1949-08,,951,301,7,5,0,0,0,0,0,29,12,47,0,0,1.37,97,14,14,2.64,0,74.2,85.2,63.3,,,,,,,,,,
1949-09,,967,16,6,5,0,0,0,0,0,14,0,34,0,0,1.33,84,227,213,2.67,0,58.4,68.6,48.3,,,,,,,,,,
1949-10,,969,2,9,4,0,0,0,7,0,9,0,20,0,0,0.57,80,605,377,1.72,0,52.9,62.7,43.1,,,,,,,,,,
1949-11,,969,0,7,2,2,2,0,18,4,0,0,18,1,1,0.18,67,1440,835,0.43,2.7,37.1,44.3,30,,,,,,,,,,
1949-12,,969,0,10,3,10,2,6,31,17,0,0,-4,5,3.5,0.32,54,2824,1384,1,6.5,20.4,28.9,11.8,,,,,,,,,,
1950-01,,0,0,13,5,29,5,21,31,27,0,0,-24,14,7.5,0.5,39,4628,1804,1.27,17.1,6.8,17.1,-3.5,,,,,,,,,,
1950-02,,0,0,7,1,28,1,8,28,19,0,0,-18,12,6.4,0.43,41,5991,1363,0.68,8,16.3,26.7,6,,,,,,,,,,
1950-03,,0,0,15,6,23,5,6,27,14,0,0,-13,6,3.8,0.81,46,7261,1271,2.2,11.1,24,31.7,16.3,,,,,,,,,,
1950-04,,0,0,10,7,0,3,0,21,2,0,0,17,0,3.2,0.58,69,8105,843,2.19,6.4,36.9,44.1,29.7,,,,,,,,,,
1950-05,,15,15,13,8,0,0,0,1,0,14,0,30,0,0,1.01,87,8398,294,2.88,0,56,65.9,46.2,,,,,,,,,,
1950-06,,163,148,11,3,0,0,0,0,0,25,6,41,0,0,0.41,94,8461,63,1.27,0,67.8,79,56.6,,,,,,,,,,
1950-07,,344,180,13,10,0,0,0,0,0,30,2,51,0,0,1.1,90,9,9,3.73,0,70.5,81,60,,,,,,,,,,
1950-08,,477,133,5,4,0,0,0,0,0,26,4,40,0,0,1.11,96,58,49,1.85,0,67.7,78.3,57.1,,,,,,,,,,
1950-09,,509,32,6,4,0,0,0,0,0,21,0,36,0,0,0.56,86,163,105,1.46,0,62.6,73,52.2,,,,,,,,,,
1950-10,,521,12,7,2,0,0,0,4,0,9,0,28,0,0,0.65,87,528,365,1.22,0,53.6,64.3,42.9,,,,,,,,,,
1950-11,,521,0,8,4,9,2,2,24,14,0,0,-5,2,3.1,0.29,60,1646,1118,0.89,5.6,27.7,35.6,19.9,,,,,,,,,,
1950-12,,521,0,17,8,31,8,13,31,29,0,0,-20,16,5.9,0.39,40,3278,1632,1.99,25,12.3,20.2,4.4,,,,,,,,,,
1951-01,,0,0,8,2,31,3,16,31,25,0,0,-29,14,2.2,0.16,40,5005,1727,0.44,7.1,9.3,18.6,0,,,,,,,,,,
1951-02,,0,0,6,5,28,2,9,26,17,0,0,-28,13,6,0.51,44,6335,1330,1.71,8.6,17.5,26.1,8.9,,,,,,,,,,
1951-03,,0,0,16,8,31,9,6,29,19,0,0,-10,27,9.6,0.69,46,7696,1361,3,40,21.1,29.4,12.8,,,,,,,,,,
1951-04,,2,2,11,6,4,1,0,12,1,3,0,24,5,2.6,0.49,79,8378,682,1.86,2.6,42.3,49.8,34.8,,,,,,,,,,
1951-05,,37,35,12,7,0,0,0,0,0,21,0,38,0,0,1.6,81,8514,136,4.14,0,61.7,71.7,51.8,,,,,,,,,,
1951-06,,108,71,14,10,0,0,0,0,0,21,0,42,0,0,1.16,87,8595,81,5.5,0,64.7,74,55.4,,,,,,,,,,
1951-07,,322,214,12,5,0,0,0,0,0,31,3,51,0,0,1.61,91,5,5,5.45,0,71.7,81.5,62,,,,,,,,,,
1951-08,,440,118,8,7,0,0,0,0,0,28,1,51,0,0,0.7,90,27,22,1.94,0,68.1,76.5,59.6,,,,,,,,,,
1951-09,,446,6,13,8,0,0,0,1,0,14,0,32,0,0,1.6,86,276,249,5.8,0,56.9,66.1,47.7,,,,,,,,,,
1951-10,,457,11,8,6,0,0,0,7,1,7,0,18,0,0.8,0.37,83,788,512,1.44,0.8,48.8,57.4,40.3,,,,,,,,,,
1951-11,,457,0,7,4,18,4,1,28,17,0,0,-6,4,4.2,1.04,59,1972,1184,2.12,10.9,25.5,33.6,17.5,,,,,,,,,,
1951-12,,457,0,15,4,15,5,14,26,23,0,0,-16,11,6.4,0.34,57,3480,1508,1.22,16.6,16.3,23.3,9.4,,,,,,,,,,
1952-01,,0,0,6,3,31,3,11,31,24,0,0,-22,13,4.6,0.33,42,5112,1631,1.05,10,12.4,21.7,3,,,,,,,,,,
1952-02,,0,0,5,4,29,5,3,29,18,0,0,-10,14,8.3,0.72,42,6310,1199,1.2,15,23.7,31.1,16.3,,,,,,,,,,
1952-03,,0,0,16,7,30,6,3,27,13,0,0,-4,16,13.7,1.4,50,7517,1206,3.1,25.5,26.1,33.2,18.9,,,,,,,,,,
1952-04,,35,35,4,2,0,0,0,10,0,8,2,23,0,0.6,0.28,92,7999,482,0.59,0.6,50.1,60.5,39.7,,,,,,,,,,
1952-05,,68,33,10,7,0,0,0,0,0,12,2,37,0,0,0.77,91,8229,230,2.87,0,58.6,68.4,48.9,,,,,,,,,,
1952-06,,225,158,11,8,0,0,0,0,0,27,3,45,0,0,1.17,91,8251,22,3.98,0,69.5,79,60.1,,,,,,,,,,
1952-07,,480,255,11,9,0,0,0,0,0,30,6,49,0,0,1.03,93,1,1,4.56,0,73.2,83.7,62.6,,,,,,,,,,
1952-08,,621,140,13,7,0,0,0,0,0,28,2,51,0,0,1.03,91,16,14,4.19,0,69.1,78.9,59.2,,,,,,,,,,
1952-09,,714,93,6,2,0,0,0,0,0,19,2,39,0,0,0.14,92,166,150,0.43,0,63.1,74.2,52,,,,,,,,,,
1952-10,,714,0,1,0,0,0,0,14,1,1,0,22,0,0,0.01,75,806,641,0.01,0,44.3,55.3,33.3,,,,,,,,,,
1952-11,,714,0,5,3,6,2,2,21,5,0,0,-5,9,5.3,0.55,62,1697,891,1.28,10.1,35.3,43.8,26.8,,,,,,,,,,
1952-12,,714,0,6,2,31,2,0,31,24,0,0,4,8,3.3,0.21,42,2989,1292,0.45,6,23.3,29.3,17.3,,,,,,,,,,
1953-01,,0,0,8,2,31,2,6,31,29,0,0,-15,7,3.2,0.32,40,4486,1496,0.56,6,16.7,24.2,9.2,,,,,,,,,,
1953-02,,0,0,7,4,28,4,6,28,19,0,0,-11,13,4.3,0.41,38,5806,1320,1.23,13.4,17.9,26.9,8.8,,,,,,,,,,
1953-03,,0,0,11,5,18,2,0,25,8,0,0,4,11,2.9,0.47,58,6854,1049,1.51,6.7,31.2,39.4,22.9,,,,,,,,,,
1953-04,,0,0,13,7,0,0,0,15,2,0,0,19,0,0.5,0.44,68,7578,723,2.04,0.7,40.9,48.8,33,,,,,,,,,,
1953-05,,45,45,11,6,0,0,0,1,0,14,0,29,0,0,0.49,89,7821,243,1.92,0,58.6,69.2,48,,,,,,,,,,
1953-06,,261,215,11,8,0,0,0,0,0,25,5,46,0,0,2,98,7860,38,7.1,0,70.9,81,60.8,,,,,,,,,,
1953-07,,498,237,13,9,0,0,0,0,0,31,2,52,0,0,1.7,92,4,4,6.81,0,72.5,82.2,62.8,,,,,,,,,,
1953-08,,758,260,11,9,0,0,0,0,0,30,6,57,0,0,0.53,93,6,2,2.75,0,73.3,83,63.6,,,,,,,,,,
1953-09,,815,57,7,2,0,0,0,0,0,20,2,37,0,0,0.24,95,151,145,0.56,0,62.1,73.7,50.5,,,,,,,,,,
1953-10,,858,43,3,0,0,0,0,1,0,15,0,30,0,0,0.07,89,430,280,0.15,0,57.4,69,45.8,,,,,,,,,,
